0,2904.8,3888.12
1,2892.49,3878.4
2,2922.82,3907.43
3,2918.91,3902.74
4,2910.01,3883.89
5,2898.51,3867
6,2885.53,3902.82
7,2907.49,3882.06
8,2895.43,3869.57
9,2897.58,3858.63
10,2904.97,3895.72
11,2892.66,3886.08
12,2900.14,3877.9
13,2882.49,3869.07
14,2908.05,3896.72
15,2912.3,3909.86
16,2884.28,3886.07
17,2886.31,3876.6
18,2907.18,3904.86
19,2894.28,3883.29
20,2898.88,3872.47
21,2901.25,3872.31
22,2910.61,3902.96
23,2902.42,3893.71
24,2895.15,3884.58
25,2900.68,3862.61
26,2913.65,3895.56
27,2900.37,3897.6
28,2897.13,3880.15
29,2888.12,3871.31
30,2903.16,3916.58
31,2914.92,3912.38
32,2893.78,3880.97
33,2887.72,3870.81
34,2890.7,3902.35
35,2903.59,3899.29
36,2890.48,3881.26
37,2888.17,3876.9
38,2901.72,3903
39,2916.38,3892.22
40,2883.51,3873.96
41,2892,3859.63
42,2905.48,3896.76
43,2898.53,3894.49
44,2877.36,3878.84
45,2883.65,3866.3
46,2884.57,3902.09
47,2889.53,3905.17
48,2880.04,3878.47
49,2865.95,3875.93
50,2886.17,3902.84
51,2892.3,3903.52
52,2885.75,3883.82
53,2891.57,3871.09
54,2884.16,3893.67
55,2885.39,3885.64
56,2871.84,3869.71
57,2877.07,3855.46
58,2882.29,3893.39
59,2892.26,3899.51
60,2897.18,3870.4
61,2899.46,3862.51
62,2894.84,3909.32
63,2898.25,3916.23
64,2889.2,3901.68
65,2886.98,3889.45
66,2886.62,3919.2
67,2888.33,3912.79
68,2899.33,3899.21
69,2889.94,3894.75
70,2890.08,3917.59
71,2899.02,3905.15
72,2893.11,3878.72
73,2882.91,3863.92
74,2906.72,3897.76
75,2909.87,3901.11
76,2890.75,3886.27
77,2907.68,3882.57
78,2894.83,3917.48
79,2897.37,3918.32
80,2883.84,3903.12
81,2893.86,3883.57
82,2911.56,3923.38
83,2900.71,3934.51
84,2904.69,3917.68
85,2906.41,3893.22
86,2916.16,3921.2
87,2901.95,3914.15
88,2905.72,3897.59
89,2895.19,3895.6
90,2905.44,3920.25
91,2904.17,3915.18
92,2903.6,3895.95
93,2908.02,3881.03
94,2916.3,3936.38
95,2921.26,3927.53
96,2918.46,3905.96
97,2902.61,3887.28
98,2908.74,3929.8
99,2900.81,3927.19
100,2896.31,3902.89
101,2915.72,3891.52
102,2913.4,3913.93
103,2905.6,3909.67
104,2910.82,3883.19
105,2898.22,3879.98
106,2890.22,3911.31
107,2891.21,3917.23
108,2884.7,3896.35
109,2870.31,3883.53
110,2881.81,3909.01
111,2887.36,3909.22
112,2879.87,3888.73
113,2878.18,3874.28
114,2887.51,3906.72
115,2889.64,3908.5
116,2886.55,3887.49
117,2875.32,3877.06
118,2898.64,3908.75
119,2908.59,3906.43
120,2884.72,3881.57
121,2872.47,3874.69
122,2880.64,3896.51
123,2891.46,3901.27
124,2879.56,3884.98
125,2889.77,3879.2
126,2913.65,3925.66
127,2906.25,3929.23
128,2888.31,3901.65
129,2881.05,3892.52
130,2910.79,3915.45
131,2904.82,3902.83
132,2896.61,3887.49
133,2894.61,3887.62
134,2883.08,3903.57
135,2889.07,3917.78
136,2894.19,3910.02
137,2902.28,3887.32
138,2904.06,3917.45
139,2913.18,3905.04
140,2888.86,3902.7
141,2909.01,3888.29
142,2903.97,3926.92
143,2897.93,3928.79
144,2892.99,3894.21
145,2899.9,3883.02
146,2907.86,3916.87
147,2892.75,3910.23
148,2883.24,3894.05
149,2882.98,3877.36
150,2883.86,3908.8
151,2892.06,3895.95
152,2907.74,3891.15
153,2885.54,3874.39
154,2899.4,3923.46
155,2907.97,3916.99
156,2910.4,3896.77
157,2888.47,3878.18
158,2901.94,3906.23
159,2887.2,3901.98
160,2882.72,3884.74
161,2896.02,3871.22
162,2896.66,3903.58
163,2903.98,3910.88
164,2903.2,3877.21
165,2884.39,3879.57
166,2913.37,3909.38
167,2905.75,3913.05
168,2902.09,3888.74
169,2905.87,3878.42
170,2905.02,3905.73
171,2886.07,3905.38
172,2883.98,3893.97
173,2903.95,3877.35
174,2914.46,3916.69
175,2922.1,3921.7
176,2887.04,3899.57
177,2894.41,3880.2
178,2896.78,3916.83
179,2913,3901.42
180,2883.68,3885.83
181,2908.08,3869.72
182,2911.21,3907.02
183,2901.88,3917.79
184,2897.03,3884.38
185,2901.09,3883.94
186,2910.29,3905.64
187,2912.38,3911.97
188,2886.63,3896.67
189,2893.72,3868.47
190,2897.87,3898.69
191,2900.03,3911.8
192,2892.96,3895.71
193,2892.97,3886.86
194,2896.89,3928.87
195,2912.6,3925.64
196,2921.25,3902.45
197,2920.91,3897.47
198,2928.24,3928.54
199,2928.13,3928.96
